ENSG00000000003	0	,	0	,	0	0
ENSG00000060718	35	,0.0015,0.0008,0.1952,0.0008,0.0008,0.0129,0.0008,0.0492,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0045,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0507,0.003,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.1241,0.0219,0.0106,	23	,0.0008,0.0424,0.9501,0.0045,0.7413,0.0015,0.0008,0.0008,0.0008,0.0182,0.0038,0.0038,0.0008,0.1989,0.0015,0.0144,0.0121,0.0068,0.0008,0.0303,0.0008,0.8676,0.9992,	1	7
ENSG00000060749	25	,0.0008,0.0008,0.0038,0.0008,0.0008,0.0008,0.1059,0.0008,0.0772,0.0015,0.0015,0.0068,0.0023,0.0008,0.1036,0.0008,0.0212,0.0015,0.0045,0.0015,0.003,0.0008,0.0023,0.0008,0.0008,	12	,0.0008,0.0015,0.0061,0.0068,0.0008,0.0008,0.5522,0.0008,0.0053,0.0008,0.0643,0.0015,	4	4
ENSG00000060762	5	,0.0008,0.0008,0.0008,0.0008,0.0023,	2	,0.0023,0.0166,	0	1
ENSG00000060971	12	,0.0008,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0091,0.0983,0.0008,0.025,0.0045,	4	,0.031,0.9803,0.0045,0.0008,	0	1
ENSG00000060982	7	,0.0008,0.0023,0.0008,0.0091,0.0008,0.003,0.0015,	5	,0.003,0.0061,0.0061,0.0015,0.0023,	0	0
ENSG00000061273	15	,0.0008,0.0008,0.0008,0.0356,0.0008,0.0008,0.0008,0.0008,0.0008,0.0182,0.0076,0.0015,0.0015,0.0008,0.0008,	16	,0.0129,0.0197,0.0023,0.0121,0.0023,0.0008,0.0008,0.0008,0.1271,0.0008,0.0008,0.0008,0.0008,0.202,0.0045,0.0008,	1	3
ENSG00000061337	19	,0.0144,0.0015,0.1346,0.0038,0.0008,0.0023,0.0008,0.0053,0.0015,0.0015,0.0008,0.0008,0.0023,0.0008,0.0008,0.0083,0.0008,0.0008,0.0008,	9	,0.0008,0.003,0.9992,0.0008,0.0008,0.3843,0.0038,0.0605,0.0068,	1	1
ENSG00000061455	9	,0.0439,0.0159,0.0008,0.0045,0.0008,0.0008,0.0643,0.0061,0.0076,	13	,0.2753,0.0045,0.003,0.9561,0.0015,0.0439,0.003,0.0098,0.0008,0.0008,0.0015,0.0008,0.0182,	1	5
ENSG00000061492	9	,0.0008,0.0008,0.0008,0.0008,0.0038,0.0045,0.0023,0.0008,0.0008,	9	,0.0008,0.0008,0.0008,0.0023,0.0008,0.0038,0.0008,0.3185,0.0008,	1	1
ENSG00000061656	7	,0.0068,0.003,0.0076,0.0008,0.003,0.0038,0.0015,	5	,0.0779,0.0779,0.0257,0.0015,0.0378,	0	1
ENSG00000061676	6	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	12	,0.0015,0.2791,0.0008,0.0356,0.0008,0.2224,0.0416,0.0015,0.0015,0.0015,0.0038,0.003,	0	6
ENSG00000061794	7	,0.0991,0.0015,0.0068,0.0159,0.0023,0.003,0.0008,	2	,0.0008,0.1006,	1	2
ENSG00000061918	2	,0.0008,0.0091,	8	,0.0008,0.0015,0.0015,0.0015,0.2156,0.0023,0.0106,0.0008,	1	2
ENSG00000061936	17	,0.0008,0.0008,0.0023,0.0015,0.0008,0.0008,0.2247,0.0008,0.0318,0.0008,0.0008,0.0008,0.0212,0.0008,0.0015,0.0008,0.0015,	29	,0.0008,0.031,0.0023,0.025,0.9357,0.0008,0.0008,0.003,0.0015,0.0008,0.0091,0.0008,0.0008,0.0023,0.0015,0.0008,0.0227,0.0023,0.0008,0.0023,0.0008,0.0008,0.0091,0.028,0.003,0.0015,0.0008,0.0204,0.0008,	3	2
ENSG00000061938	33	,0.0008,0.0015,0.0204,0.0008,0.0008,0.0053,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0166,0.0008,0.0015,0.0015,0.0008,0.0446,0.0008,0.0023,0.0008,0.0008,0.0023,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,	33	,0.0008,0.1505,0.0008,0.0151,0.0998,0.0008,0.0008,0.0008,0.0008,0.0038,0.9153,0.0045,0.0015,0.0008,0.0023,0.0015,0.0371,0.003,0.0212,0.0008,0.0008,0.0045,0.003,0.0015,0.0015,0.0008,0.0008,0.0008,0.0484,0.0197,0.3306,0.0053,0.0015,	3	4
ENSG00000061987	18	,0.0008,0.0008,0.0008,0.0008,0.0053,0.3661,0.0015,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0015,0.0386,0.0008,	12	,0.1172,0.0008,0.3828,0.1846,0.0015,0.003,0.0008,0.0091,0.0015,0.034,0.0008,0.0129,	2	2
ENSG00000062038	17	,0.0008,0.0015,0.0008,0.0008,0.0015,0.0083,0.0053,0.0008,0.0008,0.0023,0.0242,0.0015,0.0008,0.0008,0.0008,0.0008,0.003,	18	,0.0008,0.003,0.0008,0.32,0.0038,0.6679,0.6679,0.0008,0.0015,0.1104,0.0015,0.0008,0.3343,0.0008,0.6452,0.0129,0.2867,0.0008,	3	4
ENSG00000062096	0	,	0	,	0	0
ENSG00000062194	4	,0.0212,0.0038,0.0008,0.0008,	4	,0.0008,0.0286999999999999,0.0008,0.0113,	0	2
ENSG00000062282	9	,0.0008,0.0015,0.0008,0.0008,0.0008,0.0015,0.0015,0.0008,0.0991,	5	,0.0469,0.0015,0.0008,0.0015,0.0008,	0	1
ENSG00000062370	27	,0.0068,0.4781,0.0008,0.0023,0.0008,0.0015,0.5446,0.0008,0.0008,0.0008,0.0045,0.5446,0.0045,0.0083,0.0401,0.0008,0.0764,0.0144,0.0008,0.0083,0.0008,0.0764,0.1657,0.0083,0.0008,0.0038,0.0008,	11	,0.0076,0.0401,0.0068,0.0008,0.5446,0.1467,0.2428,0.0764,0.0008,0.5446,0.0008,	8	3
ENSG00000062485	1	,0.0008,	7	,0.0008,0.0008,0.0008,0.0272,0.0076,0.9985,0.0008,	1	2
ENSG00000062524	12	,0.0008,0.0008,0.0008,0.9992,0.0008,0.0015,0.0015,0.0015,0.0038,0.0008,0.0893,0.0023,	10	,0.0015,0.0015,0.0204,0.0038,0.0083,0.0008,0.1067,0.0015,0.0015,0.0045,	2	2
ENSG00000062582	3	,0.0008,0.0008,0.1445,	3	,0.1831,0.0008,0.112,	1	0
ENSG00000062598	7	,0.0008,0.0008,0.0008,0.0318,0.0061,0.0015,0.0129,	8	,0.0008,0.0545,0.0008,0.0008,0.0015,0.0008,0.0015,0.0008,	0	3
ENSG00000062650	8	,0.0008,0.0008,0.0008,0.0015,0.0053,0.0008,0.0008,0.0015,	11	,0.8147,0.0068,0.0008,0.0008,0.0635,0.0008,0.0008,0.053,0.0023,0.0136,0.0008,	2	6
ENSG00000062716	3	,0.0008,0.0045,0.0008,	0	,	0	1
ENSG00000062725	2	,0.5136,0.0008,	4	,0.003,0.2322,0.0008,0.0008,	0	0
ENSG00000062822	22	,0.0008,0.0008,0.0008,0.0008,0.3222,0.0008,0.1112,0.0008,0.0008,0.0106,0.0091,0.0348,0.0008,0.003,0.0008,0.0023,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	21	,0.1241,0.0008,0.0008,0.0015,0.0121,0.5582,0.0008,0.0008,0.0938,0.0008,0.0113,0.0008,0.0318,0.0008,0.1679,0.1679,0.0643,0.0401,0.1241,0.6278,0.0008,	3	7
ENSG00000063015	19	,0.0008,0.0008,0.0008,0.0008,0.0015,0.9138,0.7776,0.0008,0.0015,0.0113,0.0008,0.0008,0.0008,0.5023,0.0008,0.0053,0.0015,0.0008,0.0008,	7	,0.0008,0.0008,0.0809,0.2632,0.0023,0.0008,0.0008,	3	1
ENSG00000063046	5	,0.0008,0.0008,0.0023,0.0008,0.0008,	9	,0.0061,0.0061,0.0008,0.003,0.0008,0.0431,0.0023,0.0628,0.4539,	0	1
ENSG00000063127	15	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0159,0.0008,0.0008,0.0008,0.0008,0.0673,0.0008,0.0008,	11	,0.0325,0.9289,0.0008,0.0212,0.1634,0.0008,0.0008,0.0023,0.0144,0.0008,0.0008,	5	2
ENSG00000063169	26	,0.0015,0.0098,0.0008,0.0008,0.0008,0.0015,0.0008,0.0265,0.4781,0.0008,0.0008,0.003,0.0008,0.0061,0.0076,0.0008,0.0136,0.0008,0.0061,0.0008,0.3222,0.0008,0.0008,0.0008,0.0023,0.0106,	32	,0.0265,0.0265,0.4576,0.0008,0.1997,0.0015,0.0257,0.2027,0.202,0.0144,0.0008,0.0469,0.0008,0.0023,0.4781,0.0008,0.0015,0.0227,0.0008,0.0008,0.0023,0.0023,0.0038,0.0023,0.0227,0.0015,0.0008,0.0008,0.2519,0.0197,0.0204,0.0008,	7	7
ENSG00000063176	4	,0.0008,0.0008,0.1959,0.0212,	2	,0.0121,0.0008,	0	2
ENSG00000063177	1	,0.003,	2	,0.0008,0.0008,	0	4
ENSG00000063180	2	,0.0008,0.0008,	3	,0.0008,0.0038,0.0015,	0	0
ENSG00000063241	7	,0.0008,0.0045,0.9985,0.0008,0.003,0.0008,0.0008,	4	,0.1339,0.0008,0.0023,0.0008,	2	1
ENSG00000063244	1	,0.0008,	10	,0.0023,0.0318,0.0015,0.0008,0.0023,0.0008,0.6301,0.0008,0.1679,0.0053,	0	1
ENSG00000063322	4	,0.0038,0.0008,0.0008,0.0008,	2	,0.0008,0.0008,	0	2
ENSG00000063438	27	,0.0008,0.0008,0.0091,0.0068,0.0008,0.444,0.0008,0.0008,0.0008,0.0008,0.003,0.0015,0.0008,0.0008,0.053,0.0015,0.0008,0.0008,0.0015,0.0008,0.9887,0.0008,0.0008,0.9924,0.0151,0.0008,0.0008,	12	,0.0015,0.0008,0.0008,0.0038,0.0537,0.0045,0.0008,0.0151,0.0038,0.0008,0.0008,0.0008,	6	5
ENSG00000063587	0	,	0	,	0	0
ENSG00000063601	0	,	0	,	0	0
ENSG00000063660	11	,0.0015,0.0023,0.0068,0.0008,0.0008,0.0015,0.0106,0.0008,0.034,0.0756,0.0008,	15	,0.0008,0.0023,0.0371,0.2088,0.0023,0.0008,0.0212,0.6233,0.3139,0.0416,0.1278,0.003,0.1384,0.1755,0.8638,	1	3
ENSG00000063761	13	,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0136,0.0008,0.0038,0.0008,0.0008,	10	,0.0008,0.0008,0.1014,0.0008,0.0008,0.0008,0.1626,0.0008,0.0015,0.0008,	1	3
ENSG00000063854	10	,0.0008,0.0008,0.0023,0.0015,0.0151,0.0008,0.0008,0.0008,0.0008,0.0008,	8	,0.0008,0.0023,0.1528,0.0015,0.003,0.0424,0.0008,0.0008,	1	3
ENSG00000063978	4	,0.0234,0.9735,0.0635,0.0008,	2	,0.0008,0.0008,	0	1
ENSG00000064012	6	,0.5862,0.0015,0.0008,0.0008,0.0061,0.0499,	4	,0.0008,0.0068,0.2602,0.0008,	0	2
ENSG00000064042	26	,0.0008,0.0038,0.0008,0.0008,0.0008,0.0008,0.0008,0.0234,0.0008,0.0008,0.0015,0.0008,0.034,0.0098,0.0008,0.0076,0.0121,0.0008,0.0008,0.3116,0.0015,0.0008,0.0166,0.0015,0.0015,0.0008,	18	,0.0008,0.0008,0.0053,0.0015,0.0008,0.0817,0.0008,0.997,0.1823,0.0008,0.0008,0.0038,0.0015,0.0008,0.0008,0.003,0.9932,0.0219,	8	5
ENSG00000064102	3	,0.0166,0.0015,0.0008,	8	,0.0008,0.5514,0.0008,0.0008,0.0038,0.0015,0.0008,0.0015,	0	1
ENSG00000064115	8	,0.0023,0.0015,0.0015,0.0144,0.0008,0.0779,0.0008,0.0008,	3	,0.0008,0.0008,0.0008,	2	5
ENSG00000064195	7	,0.003,0.0015,0.0015,0.0015,0.0015,0.0008,0.0008,	8	,0.0008,0.0008,0.0015,0.0008,0.0008,0.1483,0.1861,0.0015,	0	0
ENSG00000064199	2	,0.0015,0.0091,	0	,	0	0
ENSG00000064201	10	,0.0008,0.0318,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	9	,0.0038,0.0008,0.0008,0.0015,0.0015,0.6014,0.9992,0.0008,0.0023,	6	0
ENSG00000064205	9	,0.0189,0.0008,0.0083,0.0908,0.0008,0.0008,0.0008,0.0023,0.0008,	5	,0.0023,0.0015,0.4803,0.0522,0.0098,	0	2
ENSG00000064218	15	,0.0295,0.6006,0.0008,0.0015,0.0008,0.093,0.0061,0.9818,0.0023,0.003,0.0008,0.0008,0.0015,0.0008,0.0144,	8	,0.0008,0.0008,0.0091,0.0008,0.0008,0.003,0.003,0.0113,	8	4
ENSG00000064225	8	,0.0008,0.0015,0.0068,0.0008,0.0008,0.0015,0.0008,0.0726,	4	,0.0008,0.9977,0.003,0.0008,	0	1
ENSG00000064270	40	,0.0008,0.0023,0.0008,0.0008,0.0144,0.0008,0.0008,0.025,0.0008,0.0015,0.0008,0.0121,0.0015,0.0008,0.0023,0.0023,0.0061,0.003,0.0015,0.4713,0.003,0.0008,0.0008,0.0045,0.0023,0.0068,0.0008,0.0061,0.0068,0.0023,0.0008,0.0008,0.0008,0.0106,0.0023,0.0008,0.0522,0.0023,0.053,0.0242,	26	,0.5499,0.0008,0.0008,0.0008,0.0575,0.0008,0.0008,0.0008,0.0159,0.0015,0.0008,0.0023,0.0008,0.0008,0.00609999999999999,0.0008,0.0008,0.0008,0.9962,0.0234,0.0045,0.053,0.0514,0.4077,0.003,0.0318,	7	8
ENSG00000064300	4	,0.0015,0.0045,0.0008,0.0008,	10	,0.003,0.0023,0.0008,0.0008,0.0477,0.0023,0.0008,0.0008,0.0008,0.0008,	0	1
ENSG00000064309	32	,0.025,0.0983,0.0008,0.0008,0.0008,0.0015,0.0023,0.0015,0.0129,0.028,0.0038,0.0008,0.0008,0.0189,0.0053,0.0008,0.0008,0.0628,0.0008,0.0893,0.0053,0.0008,0.0008,0.0008,0.0008,0.0507,0.0008,0.0015,0.0008,0.8858,0.1437,0.0893,	23	,0.034,0.1014,0.0015,0.382,0.503,0.0008,0.5045,0.0015,0.0053,0.5983,0.0076,0.9992,0.0008,0.0083,0.0575,0.0008,0.0008,0.0008,0.0023,0.0144,0.0008,0.0008,0.0408,	14	8
ENSG00000064313	13	,0.4766,0.23,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.2337,0.0008,0.0008,0.0008,0.0696,	15	,0.0363,0.0363,0.0129,0.0008,0.0023,0.3207,0.5106,0.0825,0.0408,0.3079,0.0008,0.0015,0.0015,0.0015,0.0023,	1	1
ENSG00000064393	9	,0.0008,0.0008,0.0204,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	25	,0.0008,0.0008,0.0008,0.0008,0.0113,0.0136,0.0008,0.0015,0.0234,0.0144,0.0182,0.0023,0.0023,0.6641,0.0008,0.2005,0.9992,0.1051,0.0061,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	2	5
ENSG00000064419	5	,0.0008,0.0008,0.0023,0.0008,0.0008,	12	,0.5061,0.0061,0.0129,0.0023,0.0015,0.0514,0.0008,0.0008,0.0008,0.1218,0.0008,0.0008,	1	7
ENSG00000064490	6	,0.0008,0.0061,0.0053,0.0015,0.0083,0.0008,	3	,0.0008,0.0008,0.0106,	1	1
ENSG00000064545	11	,0.0477,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0045,0.0053,0.0008,	11	,0.1089,0.0242,0.0197,0.003,0.0386,0.0008,0.1135,0.0363,0.0008,0.0083,0.0015,	0	1
ENSG00000064547	10	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	4	,0.0008,0.0023,0.0272,0.0204,	0	3
ENSG00000064601	7	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	3	,0.0098,0.1021,0.0492,	1	2
ENSG00000064607	12	,0.1089,0.0008,0.056,0.0015,0.1089,0.0091,0.0091,0.8313,0.0008,0.0023,0.0008,0.0174,	12	,0.0265,0.1036,0.0401,0.0083,0.0076,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0711,	3	2
ENSG00000064651	13	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0038,0.0015,0.0015,0.0008,0.0008,0.0015,0.0015,	16	,0.0008,0.0008,0.0204,0.0023,0.1536,0.0015,0.0008,0.0015,0.0008,0.0023,0.0015,0.7337,0.0023,0.0008,0.0008,0.0038,	1	7
ENSG00000064652	0	,	0	,	0	0
ENSG00000064655	12	,0.0008,0.0015,0.0197,0.9644,0.0053,0.0008,0.0008,0.0227,0.0008,0.0038,0.0008,0.0008,	12	,0.0008,0.0023,0.0008,0.0008,0.0061,0.1445,0.0008,0.0008,0.0008,0.0023,0.0076,0.2776,	3	4
ENSG00000064666	5	,0.0008,0.0008,0.0008,0.0008,0.0015,	12	,0.028,0.0008,0.0015,0.0439,0.9145,0.9145,0.0015,0.239,0.0008,0.0008,0.0008,0.0129,	0	3
ENSG00000064687	82	,0.0045,0.0008,0.0008,0.0008,0.0197,0.0023,0.1657,0.0008,0.0053,0.0008,0.7292,0.7428,0.112,0.0015,0.0008,0.003,0.0008,0.0098,0.0008,0.0008,0.1188,0.0008,0.0023,0.0008,0.0015,0.059,0.003,0.0008,0.0008,0.0045,0.0008,0.0008,0.0045,0.0015,0.0008,0.0008,0.0008,0.003,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0023,0.0008,0.0008,0.0008,0.0242,0.003,0.0008,0.0008,0.0008,0.3585,0.0008,0.0008,0.003,0.0023,0.0015,0.0023,0.0008,0.0257,0.0106000000000001,0.0008,0.003,0.0023,0.0023,0.0008,0.0023,0.143,0.0008,0.0182,0.0023,0.1029,0.0008,0.0008,0.0023,0.0015,0.0008,0.0008,0.5953,0.0008,	38	,0.1513,0.0068,0.025,0.0023,0.0008,0.0015,0.003,0.0008,0.5363,0.3911,0.0008,0.0023,0.0083,0.1762,0.1157,0.0008,0.0015,0.6324,0.326,0.2383,0.1876,0.1997,0.4607,0.0008,0.0673,0.0015,0.0696,0.0008,0.0008,0.0008,0.0076,0.975,0.0023,0.0023,0.5946,0.0008,0.0015,0.0023,	8	17
ENSG00000064692	15	,0.0008,0.0023,0.0008,0.0008,0.0083,0.0008,0.0023,0.0053,0.0015,0.0008,0.0189,0.0008,0.0008,0.0008,0.0015,	13	,0.0008,0.0023,0.0015,0.0008,0.0083,0.0061,0.0038,0.0008,0.0015,0.0008,0.0083,0.9977,0.0015,	2	3
ENSG00000064703	21	,0.0068,0.0023,0.0121,0.0061,0.0045,0.0113,0.0083,0.0015,0.0008,0.0008,0.0015,0.0008,0.003,0.053,0.2753,0.034,0.0023,0.4274,0.0098,0.0008,0.5726,	7	,0.4334,0.0628,0.2746,0.0008,0.0008,0.0008,0.2572,	1	2
ENSG00000064726	7	,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0386,	4	,0.0113,0.003,0.0144,0.0008,	0	3
ENSG00000064763	6	,0.0008,0.0265,0.0015,0.0008,0.0008,0.0008,	13	,0.6399,0.0008,0.0015,0.0053,0.0008,0.0008,0.0015,0.0008,0.0038,0.003,0.0008,0.0008,0.0091,	1	0
ENSG00000064787	19	,0.1021,0.0015,0.0015,0.0265,0.003,0.0015,0.0008,0.0015,0.0015,0.3245,0.0023,0.0008,0.3873,0.0008,0.0386,0.0008,0.0053,0.1906,0.0008,	8	,0.0008,0.0749,0.003,0.0008,0.003,0.0008,0.0023,0.0091,	1	3
ENSG00000064835	2	,0.0008,0.0144,	4	,0.0015,0.0008,0.0015,0.0008,	0	3
ENSG00000064886	12	,0.0008,0.0008,0.0008,0.0008,0.0303,0.034,0.003,0.0098,0.0008,0.0076,0.0008,0.0008,	9	,0.0015,0.0008,0.0008,0.0008,0.2209,0.0015,0.00229999999999997,0.0015,0.0325,	1	2
ENSG00000064932	21	,0.0371,0.0008,0.0008,0.1014,0.0008,0.0008,0.0015,0.0567,0.0008,0.0053,0.0008,0.0038,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	52	,0.0015,0.0234,0.0076,0.0015,0.0008,0.0234,0.0023,0.0015,0.6604,0.0015,0.0303,0.0234,0.0015,0.0008,0.003,0.0008,0.0008,0.0008,0.0038,0.0023,0.0008,0.0159,0.0023,0.9085,0.0023,0.115,0.1354,0.0015,0.6793,0.0008,0.0008,0.1051,0.0023,0.0015,0.0008,0.5,0.5,0.0121,0.0015,0.003,0.0371,0.0038,0.0023,0.1346,0.0053,0.0136,0.0295,0.0136,0.0008,0.0008,0.0015,0.0008,	2	5
ENSG00000064933	22	,0.0061,0.0015,0.0023,0.0008,0.0008,0.0416,0.0008,0.0416,0.0068,0.0121,0.0015,0.0008,0.0008,0.0083,0.003,0.0008,0.0008,0.0015,0.0416,0.0204,0.0008,0.0023,	5	,0.0356,0.0015,0.053,0.0008,0.0008,	3	2
ENSG00000064961	2	,0.0023,0.0008,	4	,0.0015,0.0008,0.0053,0.0023,	0	0
ENSG00000064989	5	,0.0008,0.003,0.0008,0.1483,0.00229999999999997,	5	,0.0015,0.0197,0.0008,0.0038,0.0008,	0	0
ENSG00000064995	3	,0.0053,0.0061,0.0008,	0	,	2	0
ENSG00000064999	26	,0.0008,0.0008,0.0008,0.0008,0.0113,0.0008,0.0424,0.0008,0.0015,0.0008,0.0008,0.0189,0.0008,0.0038,0.0484,0.0008,0.0363,0.0008,0.0008,0.0008,0.0008,0.0045,0.0008,0.003,0.0008,0.0008,	27	,0.0008,0.0015,0.0008,0.0015,0.0008,0.3275,0.0008,0.0023,0.0008,0.0045,0.0008,0.0008,0.0038,0.0023,0.0204,0.0015,0.0038,0.0008,0.0227,0.0008,0.9493,0.7572,0.0257,0.0023,0.0008,0.0008,0.0008,	4	8
ENSG00000065000	17	,0.0015,0.0008,0.0008,0.0023,0.0779,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0734,0.0008,0.0008,0.0008,	27	,0.0008,0.0015,0.003,0.0091,0.5121,0.0091,0.0015,0.9244,0.0265,0.0015,0.0265,0.8699,0.0023,0.0083,0.0008,0.0015,0.0008,0.0023,0.0008,0.0008,0.0083,0.0008,0.0008,0.0038,0.0008,0.0008,0.8873,	0	9
ENSG00000065029	11	,0.0023,0.295,0.0287,0.9992,0.0008,0.0008,0.0514,0.0371,0.0008,0.003,0.0151,	9	,0.0061,0.0008,0.003,0.0008,0.0091,0.0008,0.0015,0.2655,0.0008,	5	2
ENSG00000065054	18	,0.1233,0.0008,0.0008,0.0008,0.0023,0.0008,0.0083,0.0136,0.0008,0.0008,0.0008,0.0008,0.0015,0.0015,0.0303,0.0008,0.0015,0.0401,	7	,0.0008,0.0023,0.0008,0.0015,0.0106,0.1142,0.0008,	4	0
ENSG00000065057	7	,0.0015,0.0008,0.0015,0.0182,0.0008,0.0008,0.0008,	2	,0.0008,0.0008,	0	0
ENSG00000065060	30	,0.0008,0.0015,0.0008,0.0008,0.0038,0.0333,0.0008,0.2277,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0507,0.0015,0.0015,0.0045,0.4569,0.0008,0.0008,0.2133,0.0008,0.003,0.0098,0.0008,0.0371,0.0234,0.0008,0.0008,	15	,0.003,0.0008,0.0371,0.2277,0.0023,0.3071,0.0038,0.0015,0.0038,0.0076,0.003,0.0008,0.2277,0.0008,0.0008,	3	3
ENSG00000065135	4	,0.0008,0.0038,0.0008,0.0008,	4	,0.0015,0.0008,0.0008,0.0008,	0	0
ENSG00000065150	8	,0.0008,0.0098,0.0008,0.0333,0.0008,0.0008,0.0008,0.0008,	14	,0.0023,0.0008,0.0091,0.1142,0.0008,0.0008,0.2005,0.0953,0.0008,0.0008,0.0008,0.0991,0.0008,0.0023,	0	5
ENSG00000065154	5	,0.0008,0.0008,0.0008,0.0008,0.0008,	5	,0.0038,0.1445,0.0008,0.0061,0.003,	0	2
ENSG00000065183	19	,0.0008,0.0008,0.025,0.0015,0.0008,0.0038,0.0204,0.0061,0.0008,0.0061,0.0008,0.0212,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.1142,	9	,0.0234,0.0015,0.8139,0.8676,0.0008,0.0038,0.0015,0.0061,0.0204,	2	3
ENSG00000065243	8	,0.0008,0.0008,0.0008,0.0295,0.0008,0.0015,0.0008,0.0008,	12	,0.0696,0.6407,0.0008,0.0061,0.0008,0.3563,0.0015,0.0008,0.0023,0.1974,0.0008,0.0015,	3	1
ENSG00000065268	4	,0.0008,0.0038,0.0015,0.0008,	6	,0.0008,0.0008,0.0015,0.0015,0.003,0.0008,	1	10
ENSG00000065308	4	,0.0008,0.0008,0.0008,0.0008,	4	,0.0174,0.0008,0.0008,0.0008,	0	1
ENSG00000065320	5	,0.0015,0.0008,0.0008,0.0008,0.0008,	14	,0.0008,0.0008,0.0121,0.0008,0.0008,0.0023,0.0166,0.0106,0.9735,0.0008,0.0008,0.0008,0.0023,0.003,	0	2
ENSG00000065325	14	,0.0008,0.0023,0.0129,0.0008,0.0008,0.0008,0.0325,0.0015,0.9788,0.0378,0.0008,0.0189,0.056,0.0015,	16	,0.0008,0.0015,0.0008,0.0061,0.0726,0.0008,0.0015,0.0008,0.0008,0.0408,0.0015,0.0008,0.0008,0.0015,0.0008,0.9788,	1	2
ENSG00000065328	31	,0.0008,0.0008,0.0008,0.0015,0.003,0.0008,0.0023,0.0166,0.0015,0.0023,0.0008,0.0098,0.0015,0.0008,0.0015,0.0008,0.0015,0.0068,0.0061,0.0008,0.0015,0.0008,0.0068,0.0688,0.0144,0.0008,0.0015,0.0129,0.0008,0.0008,0.0008,	12	,0.0015,0.0008,0.0008,0.056,0.0023,0.0008,0.0053,0.8707,0.0008,0.003,0.0008,0.0938,	3	8
ENSG00000065357	5	,0.0008,0.0008,0.0008,0.0166,0.0008,	10	,0.0098,0.0522,0.9629,0.0401,0.0378,0.0008,0.0015,0.6195,0.0015,0.0008,	0	4
ENSG00000065413	6	,0.0008,0.0008,0.0015,0.0008,0.0008,0.0197,	16	,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0212,0.0197,0.0015,0.0008,0.0045,0.0008,0.0008,0.0008,0.0008,0.5862,	2	2
ENSG00000065427	7	,0.0008,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,	5	,0.0053,0.0015,0.0008,0.0015,0.0053,	0	5
ENSG00000065457	18	,0.0008,0.0008,0.0023,0.0008,0.0008,0.0015,0.0227,0.1339,0.0008,0.2186,0.0318,0.0144,0.0068,0.2806,0.0008,0.0008,0.0008,0.0008,	6	,0.0068,0.0008,0.0008,0.8411,0.9992,0.0098,	2	5
ENSG00000065485	10	,0.9054,0.0023,0.0008,0.0023,0.0008,0.0008,0.0008,0.0008,0.0098,0.0008,	13	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.7398,0.0363,0.0378,0.1195,0.0008,0.0008,	1	3
ENSG00000065491	4	,0.0008,0.0008,0.0008,0.0008,	6	,0.1271,0.0023,0.00829999999999997,0.5734,0.0008,0.0008,	0	0
ENSG00000065518	1	,0.0008,	0	,	0	0
ENSG00000065526	17	,0.0008,0.0008,0.0023,0.0091,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0023,0.003,0.0008,0.0008,0.0008,0.0008,0.0008,	12	,0.0008,0.0008,0.0166,0.0008,0.0008,0.0008,0.8222,0.0015,0.0008,0.0008,0.0439,0.0613,	8	20
